%%% Bode Mag Phase 
frequency speed  m1 m2 m3 m4 p1 p2 p3 p4
8.69020343e-02 0.00000000e+00 -1.16082028e+01 -3.07176490e+00 -1.62867394e+02 -7.83032730e+00 -2.42108557e-01 1.78004390e+02 1.73098421e+02 -2.93920816e+00 
8.75290258e-02 0.00000000e+00 -1.16056506e+01 -3.06974941e+00 -1.62863493e+02 -7.82836254e+00 -2.45065944e-01 1.77990790e+02 1.73048031e+02 -2.95959419e+00 
8.81605410e-02 0.00000000e+00 -1.16030610e+01 -3.06770603e+00 -1.62859535e+02 -7.82637068e+00 -2.48071581e-01 1.77977107e+02 1.72997263e+02 -2.98011122e+00 
8.87966125e-02 0.00000000e+00 -1.16004336e+01 -3.06563441e+00 -1.62855520e+02 -7.82435135e+00 -2.51126423e-01 1.77963341e+02 1.72946114e+02 -3.00075990e+00 
8.94372732e-02 0.00000000e+00 -1.15977678e+01 -3.06353417e+00 -1.62851448e+02 -7.82230419e+00 -2.54231444e-01 1.77949493e+02 1.72894580e+02 -3.02154087e+00 
9.00825562e-02 0.00000000e+00 -1.15950630e+01 -3.06140493e+00 -1.62847318e+02 -7.82022885e+00 -2.57387643e-01 1.77935561e+02 1.72842658e+02 -3.04245481e+00 
9.07324949e-02 0.00000000e+00 -1.15923187e+01 -3.05924630e+00 -1.62843128e+02 -7.81812495e+00 -2.60596035e-01 1.77921545e+02 1.72790346e+02 -3.06350237e+00 
9.13871229e-02 0.00000000e+00 -1.15895342e+01 -3.05705791e+00 -1.62838878e+02 -7.81599211e+00 -2.63857663e-01 1.77907445e+02 1.72737639e+02 -3.08468419e+00 
9.20464739e-02 0.00000000e+00 -1.15867090e+01 -3.05483935e+00 -1.62834568e+02 -7.81382997e+00 -2.67173589e-01 1.77893261e+02 1.72684535e+02 -3.10600095e+00 
9.27105821e-02 0.00000000e+00 -1.15838424e+01 -3.05259024e+00 -1.62830195e+02 -7.81163813e+00 -2.70544901e-01 1.77878992e+02 1.72631030e+02 -3.12745330e+00 
9.33794818e-02 0.00000000e+00 -1.15809339e+01 -3.05031017e+00 -1.62825760e+02 -7.80941620e+00 -2.73972708e-01 1.77864639e+02 1.72577121e+02 -3.14904189e+00 
9.40532076e-02 0.00000000e+00 -1.15779829e+01 -3.04799874e+00 -1.62821261e+02 -7.80716381e+00 -2.77458145e-01 1.77850200e+02 1.72522804e+02 -3.17076738e+00 
9.47317942e-02 0.00000000e+00 -1.15749886e+01 -3.04565553e+00 -1.62816698e+02 -7.80488054e+00 -2.81002374e-01 1.77835675e+02 1.72468077e+02 -3.19263044e+00 
9.54152768e-02 0.00000000e+00 -1.15719505e+01 -3.04328013e+00 -1.62812070e+02 -7.80256601e+00 -2.84606579e-01 1.77821065e+02 1.72412935e+02 -3.21463171e+00 
9.61036907e-02 0.00000000e+00 -1.15688680e+01 -3.04087213e+00 -1.62807375e+02 -7.80021980e+00 -2.88271973e-01 1.77806369e+02 1.72357375e+02 -3.23677187e+00 
9.67970714e-02 0.00000000e+00 -1.15657403e+01 -3.03843109e+00 -1.62802613e+02 -7.79784150e+00 -2.91999794e-01 1.77791586e+02 1.72301394e+02 -3.25905156e+00 
9.74954548e-02 0.00000000e+00 -1.15625668e+01 -3.03595658e+00 -1.62797783e+02 -7.79543070e+00 -2.95791308e-01 1.77776716e+02 1.72244987e+02 -3.28147146e+00 
9.81988770e-02 0.00000000e+00 -1.15593468e+01 -3.03344817e+00 -1.62792883e+02 -7.79298698e+00 -2.99647810e-01 1.77761760e+02 1.72188152e+02 -3.30403220e+00 
9.89073743e-02 0.00000000e+00 -1.15560796e+01 -3.03090542e+00 -1.62787913e+02 -7.79050991e+00 -3.03570622e-01 1.77746716e+02 1.72130885e+02 -3.32673447e+00 
9.96209834e-02 0.00000000e+00 -1.15527646e+01 -3.02832789e+00 -1.62782873e+02 -7.78799907e+00 -3.07561098e-01 1.77731585e+02 1.72073181e+02 -3.34957891e+00 
1.00339741e-01 0.00000000e+00 -1.15494010e+01 -3.02571511e+00 -1.62777760e+02 -7.78545401e+00 -3.11620619e-01 1.77716366e+02 1.72015038e+02 -3.37256619e+00 
1.01063685e-01 0.00000000e+00 -1.15459880e+01 -3.02306665e+00 -1.62772574e+02 -7.78287431e+00 -3.15750600e-01 1.77701058e+02 1.71956451e+02 -3.39569696e+00 
1.01792851e-01 0.00000000e+00 -1.15425251e+01 -3.02038203e+00 -1.62767313e+02 -7.78025951e+00 -3.19952486e-01 1.77685663e+02 1.71897417e+02 -3.41897189e+00 
1.02527279e-01 0.00000000e+00 -1.15390114e+01 -3.01766079e+00 -1.62761978e+02 -7.77760916e+00 -3.24227753e-01 1.77670179e+02 1.71837931e+02 -3.44239164e+00 
1.03267005e-01 0.00000000e+00 -1.15354461e+01 -3.01490245e+00 -1.62756566e+02 -7.77492282e+00 -3.28577912e-01 1.77654606e+02 1.71777990e+02 -3.46595686e+00 
1.04012069e-01 0.00000000e+00 -1.15318286e+01 -3.01210654e+00 -1.62751076e+02 -7.77220002e+00 -3.33004508e-01 1.77638943e+02 1.71717590e+02 -3.48966822e+00 
1.04762508e-01 0.00000000e+00 -1.15281579e+01 -3.00927258e+00 -1.62745508e+02 -7.76944029e+00 -3.37509119e-01 1.77623192e+02 1.71656726e+02 -3.51352639e+00 
1.05518361e-01 0.00000000e+00 -1.15244335e+01 -3.00640008e+00 -1.62739861e+02 -7.76664317e+00 -3.42093361e-01 1.77607350e+02 1.71595395e+02 -3.53753201e+00 
1.06279668e-01 0.00000000e+00 -1.15206543e+01 -3.00348854e+00 -1.62734133e+02 -7.76380818e+00 -3.46758884e-01 1.77591419e+02 1.71533593e+02 -3.56168576e+00 
1.07046468e-01 0.00000000e+00 -1.15168197e+01 -3.00053747e+00 -1.62728322e+02 -7.76093484e+00 -3.51507376e-01 1.77575397e+02 1.71471314e+02 -3.58598829e+00 
1.07818800e-01 0.00000000e+00 -1.15129288e+01 -2.99754635e+00 -1.62722429e+02 -7.75802266e+00 -3.56340564e-01 1.77559285e+02 1.71408556e+02 -3.61044027e+00 
1.08596704e-01 0.00000000e+00 -1.15089808e+01 -2.99451468e+00 -1.62716451e+02 -7.75507116e+00 -3.61260212e-01 1.77543083e+02 1.71345314e+02 -3.63504235e+00 
1.09380221e-01 0.00000000e+00 -1.15049748e+01 -2.99144195e+00 -1.62710388e+02 -7.75207983e+00 -3.66268127e-01 1.77526789e+02 1.71281583e+02 -3.65979522e+00 
1.10169391e-01 0.00000000e+00 -1.15009099e+01 -2.98832762e+00 -1.62704238e+02 -7.74904817e+00 -3.71366154e-01 1.77510404e+02 1.71217359e+02 -3.68469951e+00 
1.10964254e-01 0.00000000e+00 -1.14967853e+01 -2.98517117e+00 -1.62698001e+02 -7.74597567e+00 -3.76556181e-01 1.77493928e+02 1.71152638e+02 -3.70975591e+00 
1.11764853e-01 0.00000000e+00 -1.14926001e+01 -2.98197207e+00 -1.62691674e+02 -7.74286183e+00 -3.81840141e-01 1.77477360e+02 1.71087415e+02 -3.73496508e+00 
1.12571228e-01 0.00000000e+00 -1.14883534e+01 -2.97872977e+00 -1.62685256e+02 -7.73970611e+00 -3.87220006e-01 1.77460700e+02 1.71021685e+02 -3.76032767e+00 
1.13383420e-01 0.00000000e+00 -1.14840442e+01 -2.97544373e+00 -1.62678747e+02 -7.73650801e+00 -3.92697799e-01 1.77443948e+02 1.70955444e+02 -3.78584436e+00 
1.14201473e-01 0.00000000e+00 -1.14796717e+01 -2.97211339e+00 -1.62672145e+02 -7.73326697e+00 -3.98275585e-01 1.77427104e+02 1.70888688e+02 -3.81151582e+00 
1.15025428e-01 0.00000000e+00 -1.14752348e+01 -2.96873820e+00 -1.62665449e+02 -7.72998248e+00 -4.03955477e-01 1.77410167e+02 1.70821411e+02 -3.83734270e+00 
1.15855327e-01 0.00000000e+00 -1.14707327e+01 -2.96531759e+00 -1.62658657e+02 -7.72665398e+00 -4.09739637e-01 1.77393137e+02 1.70753608e+02 -3.86332569e+00 
1.16691215e-01 0.00000000e+00 -1.14661644e+01 -2.96185100e+00 -1.62651768e+02 -7.72328093e+00 -4.15630277e-01 1.77376014e+02 1.70685275e+02 -3.88946545e+00 
1.17533133e-01 0.00000000e+00 -1.14615288e+01 -2.95833783e+00 -1.62644781e+02 -7.71986277e+00 -4.21629660e-01 1.77358797e+02 1.70616407e+02 -3.91576264e+00 
1.18381125e-01 0.00000000e+00 -1.14568249e+01 -2.95477752e+00 -1.62637693e+02 -7.71639895e+00 -4.27740099e-01 1.77341487e+02 1.70546999e+02 -3.94221795e+00 
1.19235236e-01 0.00000000e+00 -1.14520518e+01 -2.95116946e+00 -1.62630505e+02 -7.71288890e+00 -4.33963962e-01 1.77324084e+02 1.70477045e+02 -3.96883204e+00 
1.20095509e-01 0.00000000e+00 -1.14472084e+01 -2.94751307e+00 -1.62623214e+02 -7.70933204e+00 -4.40303672e-01 1.77306586e+02 1.70406541e+02 -3.99560559e+00 
1.20961989e-01 0.00000000e+00 -1.14422937e+01 -2.94380773e+00 -1.62615819e+02 -7.70572779e+00 -4.46761706e-01 1.77288994e+02 1.70335481e+02 -4.02253928e+00 
1.21834720e-01 0.00000000e+00 -1.14373065e+01 -2.94005285e+00 -1.62608318e+02 -7.70207558e+00 -4.53340600e-01 1.77271308e+02 1.70263860e+02 -4.04963379e+00 
1.22713748e-01 0.00000000e+00 -1.14322458e+01 -2.93624779e+00 -1.62600710e+02 -7.69837482e+00 -4.60042950e-01 1.77253527e+02 1.70191673e+02 -4.07688978e+00 
1.23599119e-01 0.00000000e+00 -1.14271106e+01 -2.93239195e+00 -1.62592994e+02 -7.69462489e+00 -4.66871408e-01 1.77235651e+02 1.70118914e+02 -4.10430796e+00 
1.24490877e-01 0.00000000e+00 -1.14218996e+01 -2.92848468e+00 -1.62585167e+02 -7.69082521e+00 -4.73828692e-01 1.77217680e+02 1.70045578e+02 -4.13188899e+00 
1.25389069e-01 0.00000000e+00 -1.14166117e+01 -2.92452535e+00 -1.62577229e+02 -7.68697517e+00 -4.80917581e-01 1.77199614e+02 1.69971658e+02 -4.15963357e+00 
1.26293741e-01 0.00000000e+00 -1.14112458e+01 -2.92051333e+00 -1.62569178e+02 -7.68307413e+00 -4.88140920e-01 1.77181452e+02 1.69897150e+02 -4.18754239e+00 
1.27204941e-01 0.00000000e+00 -1.14058007e+01 -2.91644795e+00 -1.62561011e+02 -7.67912150e+00 -4.95501619e-01 1.77163195e+02 1.69822047e+02 -4.21561613e+00 
1.28122715e-01 0.00000000e+00 -1.14002753e+01 -2.91232856e+00 -1.62552728e+02 -7.67511662e+00 -5.03002657e-01 1.77144842e+02 1.69746344e+02 -4.24385549e+00 
1.29047110e-01 0.00000000e+00 -1.13946683e+01 -2.90815449e+00 -1.62544327e+02 -7.67105888e+00 -5.10647084e-01 1.77126392e+02 1.69670035e+02 -4.27226118e+00 
1.29978175e-01 0.00000000e+00 -1.13889785e+01 -2.90392508e+00 -1.62535806e+02 -7.66694762e+00 -5.18438019e-01 1.77107846e+02 1.69593113e+02 -4.30083388e+00 
1.30915958e-01 0.00000000e+00 -1.13832046e+01 -2.89963964e+00 -1.62527164e+02 -7.66278220e+00 -5.26378656e-01 1.77089204e+02 1.69515573e+02 -4.32957431e+00 
1.31860506e-01 0.00000000e+00 -1.13773453e+01 -2.89529749e+00 -1.62518398e+02 -7.65856196e+00 -5.34472265e-01 1.77070464e+02 1.69437408e+02 -4.35848317e+00 
1.32811870e-01 0.00000000e+00 -1.13713995e+01 -2.89089793e+00 -1.62509507e+02 -7.65428624e+00 -5.42722190e-01 1.77051628e+02 1.69358612e+02 -4.38756118e+00 
1.33770097e-01 0.00000000e+00 -1.13653658e+01 -2.88644027e+00 -1.62500490e+02 -7.64995438e+00 -5.51131858e-01 1.77032694e+02 1.69279179e+02 -4.41680905e+00 
1.34735238e-01 0.00000000e+00 -1.13592428e+01 -2.88192379e+00 -1.62491343e+02 -7.64556568e+00 -5.59704774e-01 1.77013663e+02 1.69199101e+02 -4.44622750e+00 
1.35707342e-01 0.00000000e+00 -1.13530293e+01 -2.87734778e+00 -1.62482067e+02 -7.64111948e+00 -5.68444529e-01 1.76994535e+02 1.69118373e+02 -4.47581726e+00 
1.36686460e-01 0.00000000e+00 -1.13467238e+01 -2.87271151e+00 -1.62472658e+02 -7.63661508e+00 -5.77354795e-01 1.76975308e+02 1.69036988e+02 -4.50557906e+00 
1.37672643e-01 0.00000000e+00 -1.13403249e+01 -2.86801426e+00 -1.62463115e+02 -7.63205178e+00 -5.86439336e-01 1.76955983e+02 1.68954938e+02 -4.53551364e+00 
1.38665940e-01 0.00000000e+00 -1.13338313e+01 -2.86325528e+00 -1.62453436e+02 -7.62742888e+00 -5.95702002e-01 1.76936560e+02 1.68872217e+02 -4.56562175e+00 
1.39666404e-01 0.00000000e+00 -1.13272416e+01 -2.85843383e+00 -1.62443619e+02 -7.62274567e+00 -6.05146739e-01 1.76917039e+02 1.68788818e+02 -4.59590412e+00 
1.40674087e-01 0.00000000e+00 -1.13205541e+01 -2.85354915e+00 -1.62433662e+02 -7.61800143e+00 -6.14777583e-01 1.76897418e+02 1.68704733e+02 -4.62636152e+00 
1.41689039e-01 0.00000000e+00 -1.13137676e+01 -2.84860049e+00 -1.62423563e+02 -7.61319543e+00 -6.24598669e-01 1.76877699e+02 1.68619956e+02 -4.65699470e+00 
1.42711315e-01 0.00000000e+00 -1.13068805e+01 -2.84358706e+00 -1.62413320e+02 -7.60832693e+00 -6.34614232e-01 1.76857880e+02 1.68534478e+02 -4.68780445e+00 
1.43740966e-01 0.00000000e+00 -1.12998912e+01 -2.83850809e+00 -1.62402931e+02 -7.60339521e+00 -6.44828607e-01 1.76837961e+02 1.68448293e+02 -4.71879152e+00 
1.44778046e-01 0.00000000e+00 -1.12927982e+01 -2.83336280e+00 -1.62392394e+02 -7.59839950e+00 -6.55246234e-01 1.76817943e+02 1.68361392e+02 -4.74995672e+00 
1.45822608e-01 0.00000000e+00 -1.12855999e+01 -2.82815039e+00 -1.62381706e+02 -7.59333906e+00 -6.65871662e-01 1.76797825e+02 1.68273768e+02 -4.78130084e+00 
1.46874707e-01 0.00000000e+00 -1.12782948e+01 -2.82287005e+00 -1.62370867e+02 -7.58821311e+00 -6.76709547e-01 1.76777607e+02 1.68185413e+02 -4.81282467e+00 
1.47934397e-01 0.00000000e+00 -1.12708813e+01 -2.81752098e+00 -1.62359873e+02 -7.58302089e+00 -6.87764660e-01 1.76757288e+02 1.68096319e+02 -4.84452904e+00 
1.49001732e-01 0.00000000e+00 -1.12633575e+01 -2.81210235e+00 -1.62348722e+02 -7.57776162e+00 -6.99041887e-01 1.76736868e+02 1.68006477e+02 -4.87641476e+00 
1.50076768e-01 0.00000000e+00 -1.12557220e+01 -2.80661333e+00 -1.62337412e+02 -7.57243450e+00 -7.10546233e-01 1.76716347e+02 1.67915879e+02 -4.90848267e+00 
1.51159560e-01 0.00000000e+00 -1.12479730e+01 -2.80105309e+00 -1.62325942e+02 -7.56703875e+00 -7.22282826e-01 1.76695725e+02 1.67824517e+02 -4.94073361e+00 
1.52250165e-01 0.00000000e+00 -1.12401087e+01 -2.79542078e+00 -1.62314307e+02 -7.56157356e+00 -7.34256917e-01 1.76675001e+02 1.67732382e+02 -4.97316845e+00 
1.53348638e-01 0.00000000e+00 -1.12321274e+01 -2.78971554e+00 -1.62302507e+02 -7.55603812e+00 -7.46473887e-01 1.76654175e+02 1.67639465e+02 -5.00578804e+00 
1.54455037e-01 0.00000000e+00 -1.12240274e+01 -2.78393652e+00 -1.62290539e+02 -7.55043161e+00 -7.58939250e-01 1.76633247e+02 1.67545757e+02 -5.03859327e+00 
1.55569418e-01 0.00000000e+00 -1.12158067e+01 -2.77808283e+00 -1.62278400e+02 -7.54475319e+00 -7.71658653e-01 1.76612216e+02 1.67451249e+02 -5.07158504e+00 
1.56691839e-01 0.00000000e+00 -1.12074637e+01 -2.77215359e+00 -1.62266088e+02 -7.53900205e+00 -7.84637885e-01 1.76591082e+02 1.67355932e+02 -5.10476425e+00 
1.57822359e-01 0.00000000e+00 -1.11989963e+01 -2.76614791e+00 -1.62253600e+02 -7.53317731e+00 -7.97882874e-01 1.76569845e+02 1.67259796e+02 -5.13813183e+00 
1.58961035e-01 0.00000000e+00 -1.11904027e+01 -2.76006490e+00 -1.62240935e+02 -7.52727815e+00 -8.11399698e-01 1.76548504e+02 1.67162831e+02 -5.17168872e+00 
1.60107927e-01 0.00000000e+00 -1.11816810e+01 -2.75390364e+00 -1.62228089e+02 -7.52130368e+00 -8.25194585e-01 1.76527059e+02 1.67065028e+02 -5.20543587e+00 
1.61263093e-01 0.00000000e+00 -1.11728292e+01 -2.74766320e+00 -1.62215060e+02 -7.51525305e+00 -8.39273916e-01 1.76505510e+02 1.66966377e+02 -5.23937426e+00 
1.62426594e-01 0.00000000e+00 -1.11638453e+01 -2.74134267e+00 -1.62201845e+02 -7.50912537e+00 -8.53644232e-01 1.76483856e+02 1.66866868e+02 -5.27350487e+00 
1.63598489e-01 0.00000000e+00 -1.11547273e+01 -2.73494109e+00 -1.62188441e+02 -7.50291975e+00 -8.68312238e-01 1.76462097e+02 1.66766489e+02 -5.30782872e+00 
1.64778840e-01 0.00000000e+00 -1.11454732e+01 -2.72845752e+00 -1.62174847e+02 -7.49663529e+00 -8.83284805e-01 1.76440232e+02 1.66665231e+02 -5.34234683e+00 
1.65967706e-01 0.00000000e+00 -1.11360807e+01 -2.72189101e+00 -1.62161059e+02 -7.49027109e+00 -8.98568977e-01 1.76418261e+02 1.66563082e+02 -5.37706025e+00 
1.67165150e-01 0.00000000e+00 -1.11265479e+01 -2.71524057e+00 -1.62147074e+02 -7.48382623e+00 -9.14171975e-01 1.76396184e+02 1.66460032e+02 -5.41197005e+00 
1.68371234e-01 0.00000000e+00 -1.11168726e+01 -2.70850523e+00 -1.62132890e+02 -7.47729978e+00 -9.30101201e-01 1.76373999e+02 1.66356069e+02 -5.44707732e+00 
1.69586019e-01 0.00000000e+00 -1.11070525e+01 -2.70168400e+00 -1.62118503e+02 -7.47069081e+00 -9.46364244e-01 1.76351708e+02 1.66251181e+02 -5.48238318e+00 
1.70809570e-01 0.00000000e+00 -1.10970855e+01 -2.69477588e+00 -1.62103911e+02 -7.46399837e+00 -9.62968887e-01 1.76329308e+02 1.66145358e+02 -5.51788876e+00 
1.72041947e-01 0.00000000e+00 -1.10869692e+01 -2.68777985e+00 -1.62089112e+02 -7.45722151e+00 -9.79923106e-01 1.76306799e+02 1.66038587e+02 -5.55359522e+00 
1.73283217e-01 0.00000000e+00 -1.10767014e+01 -2.68069489e+00 -1.62074100e+02 -7.45035926e+00 -9.97235084e-01 1.76284182e+02 1.65930856e+02 -5.58950375e+00 
1.74533442e-01 0.00000000e+00 -1.10662797e+01 -2.67351997e+00 -1.62058875e+02 -7.44341064e+00 -1.01491321e+00 1.76261455e+02 1.65822153e+02 -5.62561558e+00 
1.75792687e-01 0.00000000e+00 -1.10557018e+01 -2.66625405e+00 -1.62043433e+02 -7.43637468e+00 -1.03296609e+00 1.76238618e+02 1.65712464e+02 -5.66193193e+00 
1.77061018e-01 0.00000000e+00 -1.10449653e+01 -2.65889605e+00 -1.62027770e+02 -7.42925038e+00 -1.05140254e+00 1.76215669e+02 1.65601777e+02 -5.69845408e+00 
1.78338499e-01 0.00000000e+00 -1.10340676e+01 -2.65144493e+00 -1.62011884e+02 -7.42203672e+00 -1.07023162e+00 1.76192610e+02 1.65490079e+02 -5.73518334e+00 
1.79625198e-01 0.00000000e+00 -1.10230063e+01 -2.64389959e+00 -1.61995770e+02 -7.41473269e+00 -1.08946261e+00 1.76169438e+02 1.65377356e+02 -5.77212104e+00 
1.80921180e-01 0.00000000e+00 -1.10117789e+01 -2.63625894e+00 -1.61979427e+02 -7.40733727e+00 -1.10910503e+00 1.76146153e+02 1.65263595e+02 -5.80926854e+00 
