%%% Natural Frequency
num speed nfreq zeta tau lambda 
{13} 2.700000000000e+01 3.656113560503e+00 3.363970210823e-01 1.294041825599e-01 2.904413257340e-01
{14} 2.700000000000e+01 3.656113560503e+00 3.363970210823e-01 1.294041825599e-01 2.904413257340e-01
{15} 2.700000000000e+01  NaN  NaN 2.870724516519e-02  Inf
{16} 2.700000000000e+01  NaN  NaN -1.475951054202e+01  Inf
{17} 2.700000000000e+01  NaN  NaN 8.017648318539e+04  Inf
{18} 2.700000000000e+01  NaN  NaN -8.015551962211e+04  Inf
{19} 2.700000000000e+01 1.287692432374e-06 -4.487533316408e-06 -2.754230620778e+10 7.765829594623e+05
{20} 2.700000000000e+01 1.287692432374e-06 -4.487533316408e-06 -2.754230620778e+10 7.765829594623e+05
{21} 2.700000000000e+01  NaN  NaN 1.379508291001e+10  Inf
{22} 2.700000000000e+01  NaN  NaN 8.236606735965e+09  Inf

{1} 2.800000000000e+01 4.479557841684e+01 4.281568638170e-01 8.298165119113e-03 2.470235957847e-02
{2} 2.800000000000e+01 4.479557841684e+01 4.281568638170e-01 8.298165119113e-03 2.470235957847e-02
{3} 2.800000000000e+01  NaN  NaN 2.482817584448e-03  Inf
{4} 2.800000000000e+01  NaN  NaN 3.267751984104e-03  Inf
{5} 2.800000000000e+01 8.735350728685e+00 3.864587095389e-01 4.714511348521e-02 1.241207197571e-01
{6} 2.800000000000e+01 8.735350728685e+00 3.864587095389e-01 4.714511348521e-02 1.241207197571e-01
{7} 2.800000000000e+01 6.043665805913e+00 8.719131375625e-02 3.020274868025e-01 1.660950499772e-01
{8} 2.800000000000e+01 6.043665805913e+00 8.719131375625e-02 3.020274868025e-01 1.660950499772e-01
{9} 2.800000000000e+01 6.111068752347e+00 6.294198761522e-01 4.137733435084e-02 2.105839484005e-01
{10} 2.800000000000e+01 6.111068752347e+00 6.294198761522e-01 4.137733435084e-02 2.105839484005e-01
{11} 2.800000000000e+01 5.860502244723e+00 9.271024621486e-01 2.929257567509e-02 4.552566834235e-01
{12} 2.800000000000e+01 5.860502244723e+00 9.271024621486e-01 2.929257567509e-02 4.552566834235e-01
{13} 2.800000000000e+01  NaN  NaN 2.918798409163e-02  Inf
{14} 2.800000000000e+01 3.751363577101e+00 3.211744233039e-01 1.320961077631e-01 2.814826721389e-01
{15} 2.800000000000e+01 3.751363577101e+00 3.211744233039e-01 1.320961077631e-01 2.814826721389e-01
{16} 2.800000000000e+01  NaN  NaN -1.509860508063e+01  Inf
{17} 2.800000000000e+01 1.290120424989e-06 -1.042261056816e-05 -1.183622928915e+10 7.751214388088e+05
{18} 2.800000000000e+01 1.290120424989e-06 -1.042261056816e-05 -1.183622928915e+10 7.751214388088e+05
{19} 2.800000000000e+01 3.522384773889e-07 5.007762588842e-04 9.022764146104e+08 2.838986055133e+06
{20} 2.800000000000e+01 3.522384773889e-07 5.007762588842e-04 9.022764146104e+08 2.838986055133e+06
{21} 2.800000000000e+01  NaN  NaN -3.526349238242e+08  Inf
{22} 2.800000000000e+01  NaN  NaN -9.225387382426e+10  Inf

{1} 2.900000000000e+01  NaN  NaN 2.568452443975e-03  Inf
{2} 2.900000000000e+01 4.552198867346e+01 4.214879355488e-01 8.294949705669e-03 2.422428539460e-02
{3} 2.900000000000e+01 4.552198867346e+01 4.214879355488e-01 8.294949705669e-03 2.422428539460e-02
{4} 2.900000000000e+01  NaN  NaN 3.384807382714e-03  Inf
{5} 2.900000000000e+01 8.749520360575e+00 3.642686851828e-01 4.993603403870e-02 1.227238571164e-01
{6} 2.900000000000e+01 8.749520360575e+00 3.642686851828e-01 4.993603403870e-02 1.227238571164e-01
{7} 2.900000000000e+01 6.052181872456e+00 8.657280848489e-02 3.037572516062e-01 1.658523560542e-01
{8} 2.900000000000e+01 6.052181872456e+00 8.657280848489e-02 3.037572516062e-01 1.658523560542e-01
{9} 2.900000000000e+01 6.115268538592e+00 6.301041329567e-01 4.130401507331e-02 2.105896648586e-01
{10} 2.900000000000e+01 6.115268538592e+00 6.301041329567e-01 4.130401507331e-02 2.105896648586e-01
{11} 2.900000000000e+01 5.851841700757e+00 9.261674688714e-01 2.936554325848e-02 4.531443090016e-01
{12} 2.900000000000e+01 5.851841700757e+00 9.261674688714e-01 2.936554325848e-02 4.531443090016e-01
{13} 2.900000000000e+01  NaN  NaN 2.958065870183e-02  Inf
{14} 2.900000000000e+01 3.839577055044e+00 3.067535404397e-01 1.351285635199e-01 2.736377050600e-01
{15} 2.900000000000e+01 3.839577055044e+00 3.067535404397e-01 1.351285635199e-01 2.736377050600e-01
{16} 2.900000000000e+01  NaN  NaN -1.545000709935e+01  Inf
{17} 2.900000000000e+01  NaN  NaN -2.402277159849e+05  Inf
{18} 2.900000000000e+01 1.505740799273e-06 -4.238554062811e-06 -2.493745828544e+10 6.641249280698e+05
{19} 2.900000000000e+01 1.505740799273e-06 -4.238554062811e-06 -2.493745828544e+10 6.641249280698e+05
{20} 2.900000000000e+01  NaN  NaN 2.403030434354e+05  Inf
{21} 2.900000000000e+01  NaN  NaN -2.979799335255e+11  Inf
{22} 2.900000000000e+01  NaN  NaN -3.817249048390e+11  Inf

{1} 3.000000000000e+01  NaN  NaN 2.653847973589e-03  Inf
{2} 3.000000000000e+01 4.623721991311e+01 4.151195238814e-01 8.291922961827e-03 2.377268100702e-02
{3} 3.000000000000e+01 4.623721991311e+01 4.151195238814e-01 8.291922961827e-03 2.377268100702e-02
{4} 3.000000000000e+01  NaN  NaN 3.501879295490e-03  Inf
{5} 3.000000000000e+01 8.764885123517e+00 3.432545940924e-01 5.290022810622e-02 1.214719721660e-01
{6} 3.000000000000e+01 8.764885123517e+00 3.432545940924e-01 5.290022810622e-02 1.214719721660e-01
{7} 3.000000000000e+01 6.060171170519e+00 8.600733399092e-02 3.053512869496e-01 1.656255656199e-01
{8} 3.000000000000e+01 6.060171170519e+00 8.600733399092e-02 3.053512869496e-01 1.656255656199e-01
{9} 3.000000000000e+01 6.119536429535e+00 6.307275154179e-01 4.123441425736e-02 2.105800874480e-01
{10} 3.000000000000e+01 6.119536429535e+00 6.307275154179e-01 4.123441425736e-02 2.105800874480e-01
{11} 3.000000000000e+01 5.843149929694e+00 9.252632820678e-01 2.943796424917e-02 4.511707073367e-01
{12} 3.000000000000e+01 5.843149929694e+00 9.252632820678e-01 2.943796424917e-02 4.511707073367e-01
{13} 3.000000000000e+01 3.921330099683e+00 2.931801970882e-01 1.384369734980e-01 2.667366668876e-01
{14} 3.000000000000e+01 3.921330099683e+00 2.931801970882e-01 1.384369734980e-01 2.667366668876e-01
{15} 3.000000000000e+01  NaN  NaN 2.989606433871e-02  Inf
{16} 3.000000000000e+01  NaN  NaN -1.581181669695e+01  Inf
{17} 3.000000000000e+01  NaN  NaN 7.263092953900e+04  Inf
{18} 3.000000000000e+01 1.263388797051e-06 -6.816144636341e-07 -1.848180197647e+11 7.915219782971e+05
{19} 3.000000000000e+01 1.263388797051e-06 -6.816144636341e-07 -1.848180197647e+11 7.915219782971e+05
{20} 3.000000000000e+01  NaN  NaN -7.263271432977e+04  Inf
{21} 3.000000000000e+01  NaN  NaN 2.541930547426e+11  Inf
{22} 3.000000000000e+01  NaN  NaN 3.748501870173e+11  Inf

{1} 3.100000000000e+01  NaN  NaN 2.738997989088e-03  Inf
{2} 3.100000000000e+01 4.694175474336e+01 4.090290565963e-01 8.289086106509e-03 2.334520227797e-02
{3} 3.100000000000e+01 4.694175474336e+01 4.090290565963e-01 8.289086106509e-03 2.334520227797e-02
{4} 3.100000000000e+01  NaN  NaN 3.618963871022e-03  Inf
{5} 3.100000000000e+01 8.781416395897e+00 3.233133633432e-01 5.605726503382e-02 1.203400755842e-01
{6} 3.100000000000e+01 8.781416395897e+00 3.233133633432e-01 5.605726503382e-02 1.203400755842e-01
{7} 3.100000000000e+01 6.067680918770e+00 8.548907895380e-02 3.068221854974e-01 1.654131713896e-01
{8} 3.100000000000e+01 6.067680918770e+00 8.548907895380e-02 3.068221854974e-01 1.654131713896e-01
{9} 3.100000000000e+01 6.123867188484e+00 6.312949910652e-01 4.116821384709e-02 2.105564096330e-01
{10} 3.100000000000e+01 6.123867188484e+00 6.312949910652e-01 4.116821384709e-02 2.105564096330e-01
{11} 3.100000000000e+01 5.834424413874e+00 9.243873785141e-01 2.950992506977e-02 4.493229324555e-01
{12} 3.100000000000e+01 5.834424413874e+00 9.243873785141e-01 2.950992506977e-02 4.493229324555e-01
{13} 3.100000000000e+01  NaN  NaN 3.014447851652e-02  Inf
{14} 3.100000000000e+01 3.997186412673e+00 2.804660355616e-01 1.419663620372e-01 2.606369089435e-01
{15} 3.100000000000e+01 3.997186412673e+00 2.804660355616e-01 1.419663620372e-01 2.606369089435e-01
{16} 3.100000000000e+01  NaN  NaN -1.618251837689e+01  Inf
{17} 3.100000000000e+01  NaN  NaN -3.921091167876e+04  Inf
{18} 3.100000000000e+01  NaN  NaN 3.922740529349e+04  Inf
{19} 3.100000000000e+01 1.276321625331e-06 -2.152943381462e-06 -5.791984554712e+10 7.835015721393e+05
{20} 3.100000000000e+01 1.276321625331e-06 -2.152943381462e-06 -5.791984554712e+10 7.835015721393e+05
{21} 3.100000000000e+01  NaN  NaN 2.455340347008e+10  Inf
{22} 3.100000000000e+01  NaN  NaN -2.241327060458e+12  Inf

{1} 3.200000000000e+01 4.763603881210e+01 4.031963615919e-01 8.286438028955e-03 2.293978818574e-02
{2} 3.200000000000e+01 4.763603881210e+01 4.031963615919e-01 8.286438028955e-03 2.293978818574e-02
{3} 3.200000000000e+01  NaN  NaN 2.823895986732e-03  Inf
{4} 3.200000000000e+01  NaN  NaN 3.736057696980e-03  Inf
{5} 3.200000000000e+01 8.799087023432e+00 3.043549545850e-01 5.942950907276e-02 1.193082959502e-01
{6} 3.200000000000e+01 8.799087023432e+00 3.043549545850e-01 5.942950907276e-02 1.193082959502e-01
{7} 3.200000000000e+01 6.074752908538e+00 8.501302951501e-02 3.081811142696e-01 1.652138496269e-01
{8} 3.200000000000e+01 6.074752908538e+00 8.501302951501e-02 3.081811142696e-01 1.652138496269e-01
{9} 3.200000000000e+01 6.128255956939e+00 6.318108825652e-01 4.110514016976e-02 2.105196878727e-01
{10} 3.200000000000e+01 6.128255956939e+00 6.318108825652e-01 4.110514016976e-02 2.105196878727e-01
{11} 3.200000000000e+01 4.067675093895e+00 2.685987938293e-01 1.456698983747e-01 2.552194453550e-01
{12} 3.200000000000e+01 4.067675093895e+00 2.685987938293e-01 1.456698983747e-01 2.552194453550e-01
{13} 3.200000000000e+01 5.825663267352e+00 9.235375690595e-01 2.958149961629e-02 4.475898554471e-01
{14} 3.200000000000e+01 5.825663267352e+00 9.235375690595e-01 2.958149961629e-02 4.475898554471e-01
{15} 3.200000000000e+01  NaN  NaN 3.033529755175e-02  Inf
{16} 3.200000000000e+01  NaN  NaN -1.656087147639e+01  Inf
{17} 3.200000000000e+01 2.197358752872e-06 6.212172867135e-05 1.165938467822e+09 4.550918235916e+05
{18} 3.200000000000e+01 2.197358752872e-06 6.212172867135e-05 1.165938467822e+09 4.550918235916e+05
{19} 3.200000000000e+01 1.382525152353e-06 2.058954258856e-05 5.591140320909e+09 7.233141462272e+05
{20} 3.200000000000e+01 1.382525152353e-06 2.058954258856e-05 5.591140320909e+09 7.233141462272e+05
{21} 3.200000000000e+01  NaN  NaN -5.415632463778e+09  Inf
{22} 3.200000000000e+01  NaN  NaN 9.639360751517e+11  Inf

{1} 3.300000000000e+01  NaN  NaN 2.908535237764e-03  Inf
{2} 3.300000000000e+01 4.832048566525e+01 3.976033489189e-01 8.283975527817e-03 2.255461761515e-02
{3} 3.300000000000e+01 4.832048566525e+01 3.976033489189e-01 8.283975527817e-03 2.255461761515e-02
{4} 3.300000000000e+01  NaN  NaN 3.853157838965e-03  Inf
{5} 3.300000000000e+01 8.817870710868e+00 2.863004513942e-01 6.304263716859e-02 1.183606526155e-01
{6} 3.300000000000e+01 8.817870710868e+00 2.863004513942e-01 6.304263716859e-02 1.183606526155e-01
{7} 3.300000000000e+01 6.081424258800e+00 8.457483932694e-02 3.094380018775e-01 1.650264330544e-01
{8} 3.300000000000e+01 6.081424258800e+00 8.457483932694e-02 3.094380018775e-01 1.650264330544e-01
{9} 3.300000000000e+01 6.132698190960e+00 6.322789681966e-01 4.104495685604e-02 2.104708622815e-01
{10} 3.300000000000e+01 6.132698190960e+00 6.322789681966e-01 4.104495685604e-02 2.104708622815e-01
{11} 3.300000000000e+01 4.133280355057e+00 2.575503531534e-01 1.495075476942e-01 2.503853655845e-01
{12} 3.300000000000e+01 4.133280355057e+00 2.575503531534e-01 1.495075476942e-01 2.503853655845e-01
{13} 3.300000000000e+01 5.816865136648e+00 9.227119474200e-01 2.965275114278e-02 4.459618520630e-01
{14} 3.300000000000e+01 5.816865136648e+00 9.227119474200e-01 2.965275114278e-02 4.459618520630e-01
{15} 3.300000000000e+01  NaN  NaN 3.047688961266e-02  Inf
{16} 3.300000000000e+01  NaN  NaN -1.694587675781e+01  Inf
{17} 3.300000000000e+01 2.096694576072e-06 6.028211775662e-05 1.259205056301e+09 4.769411879200e+05
{18} 3.300000000000e+01 2.096694576072e-06 6.028211775662e-05 1.259205056301e+09 4.769411879200e+05
{19} 3.300000000000e+01 1.264659293479e-06 6.488425892144e-06 1.939577971954e+10 7.907268030035e+05
{20} 3.300000000000e+01 1.264659293479e-06 6.488425892144e-06 1.939577971954e+10 7.907268030035e+05
{21} 3.300000000000e+01  NaN  NaN 5.346663332139e+10  Inf
{22} 3.300000000000e+01  NaN  NaN -1.784718247147e+11  Inf

{1} 3.400000000000e+01 4.899548074609e+01 3.922337396099e-01 8.281693618390e-03 2.218807402023e-02
{2} 3.400000000000e+01 4.899548074609e+01 3.922337396099e-01 8.281693618390e-03 2.218807402023e-02
{3} 3.400000000000e+01  NaN  NaN 2.992908877505e-03  Inf
{4} 3.400000000000e+01  NaN  NaN 3.970261845466e-03  Inf
{5} 3.400000000000e+01 8.837741448491e+00 2.690804558192e-01 6.692627983557e-02 1.174841672118e-01
{6} 3.400000000000e+01 8.837741448491e+00 2.690804558192e-01 6.692627983557e-02 1.174841672118e-01
{7} 3.400000000000e+01 6.087728048896e+00 8.417072396140e-02 3.106016980346e-01 1.648498884260e-01
{8} 3.400000000000e+01 6.087728048896e+00 8.417072396140e-02 3.106016980346e-01 1.648498884260e-01
{9} 3.400000000000e+01 6.137189612833e+00 6.327025640298e-01 4.098745905860e-02 2.104107735351e-01
{10} 3.400000000000e+01 6.137189612833e+00 6.327025640298e-01 4.098745905860e-02 2.104107735351e-01
{11} 3.400000000000e+01 5.808029115477e+00 9.219088486653e-01 2.972373381397e-02 4.444305546567e-01
{12} 3.400000000000e+01 5.808029115477e+00 9.219088486653e-01 2.972373381397e-02 4.444305546567e-01
{13} 3.400000000000e+01 4.194438652891e+00 2.472827190647e-01 1.534449207727e-01 2.460524859037e-01
{14} 3.400000000000e+01 4.194438652891e+00 2.472827190647e-01 1.534449207727e-01 2.460524859037e-01
{15} 3.400000000000e+01  NaN  NaN 3.057657998438e-02  Inf
{16} 3.400000000000e+01  NaN  NaN -1.733669855148e+01  Inf
{17} 3.400000000000e+01  NaN  NaN 4.862494249152e+04  Inf
{18} 3.400000000000e+01  NaN  NaN -4.860659819671e+04  Inf
{19} 3.400000000000e+01 1.292984263190e-06 -7.133083506966e-07 -1.725637556687e+11 7.734046178823e+05
{20} 3.400000000000e+01 1.292984263190e-06 -7.133083506966e-07 -1.725637556687e+11 7.734046178823e+05
{21} 3.400000000000e+01  NaN  NaN 1.145915812753e+12  Inf
{22} 3.400000000000e+01  NaN  NaN 7.664182328001e+11  Inf

{1} 3.500000000000e+01 4.966138468679e+01 3.870728342031e-01 8.279585867334e-03 2.183871632887e-02
{2} 3.500000000000e+01 4.966138468679e+01 3.870728342031e-01 8.279585867334e-03 2.183871632887e-02
{3} 3.500000000000e+01  NaN  NaN 3.077009985121e-03  Inf
{4} 3.500000000000e+01  NaN  NaN 4.087367728249e-03  Inf
{5} 3.500000000000e+01 8.858673009496e+00 2.526337366338e-01 7.111481992228e-02 1.166682092143e-01
{6} 3.500000000000e+01 8.858673009496e+00 2.526337366338e-01 7.111481992228e-02 1.166682092143e-01
{7} 3.500000000000e+01 6.093693851833e+00 8.379737441038e-02 3.116801103530e-01 1.646832978373e-01
{8} 3.500000000000e+01 6.093693851833e+00 8.379737441038e-02 3.116801103530e-01 1.646832978373e-01
{9} 3.500000000000e+01 6.141726165960e+00 6.330845922310e-01 4.093246871214e-02 2.103401772220e-01
{10} 3.500000000000e+01 6.141726165960e+00 6.330845922310e-01 4.093246871214e-02 2.103401772220e-01
{11} 3.500000000000e+01 5.799154681528e+00 9.211268140809e-01 2.979449398048e-02 4.429886493206e-01
{12} 3.500000000000e+01 5.799154681528e+00 9.211268140809e-01 2.979449398048e-02 4.429886493206e-01
{13} 3.500000000000e+01 4.251540052245e+00 2.377523061489e-01 1.574523397570e-01 2.421524088395e-01
{14} 3.500000000000e+01 4.251540052245e+00 2.377523061489e-01 1.574523397570e-01 2.421524088395e-01
{15} 3.500000000000e+01  NaN  NaN 3.064070917822e-02  Inf
{16} 3.500000000000e+01  NaN  NaN -1.773262645038e+01  Inf
{17} 3.500000000000e+01 4.172705561735e-06 2.927705155973e-04 1.302791910995e+08 2.396526733225e+05
{18} 3.500000000000e+01 4.172705561735e-06 2.927705155973e-04 1.302791910995e+08 2.396526733225e+05
{19} 3.500000000000e+01 1.275426364956e-06 -6.757005203480e-07 -1.846760121877e+11 7.840515356094e+05
{20} 3.500000000000e+01 1.275426364956e-06 -6.757005203480e-07 -1.846760121877e+11 7.840515356094e+05
{21} 3.500000000000e+01  NaN  NaN -9.796981756481e+10  Inf
{22} 3.500000000000e+01  NaN  NaN 6.713981170914e+10  Inf

{1} 3.600000000000e+01 5.031853602187e+01 3.821073149682e-01 8.277644726087e-03 2.150525482977e-02
{2} 3.600000000000e+01 5.031853602187e+01 3.821073149682e-01 8.277644726087e-03 2.150525482977e-02
{3} 3.600000000000e+01  NaN  NaN 3.160831651687e-03  Inf
{4} 3.600000000000e+01  NaN  NaN 4.204473926594e-03  Inf
{5} 3.600000000000e+01 8.880638536129e+00 2.369060839527e-01 7.564839603445e-02 1.159040063436e-01
{6} 3.600000000000e+01 8.880638536129e+00 2.369060839527e-01 7.564839603445e-02 1.159040063436e-01
{7} 3.600000000000e+01 6.099348184675e+00 8.345188594530e-02 3.126803214814e-01 1.645258431017e-01
{8} 3.600000000000e+01 6.099348184675e+00 8.345188594530e-02 3.126803214814e-01 1.645258431017e-01
{9} 3.600000000000e+01 6.146303980184e+00 6.334276376410e-01 4.087983060970e-02 2.102597557215e-01
{10} 3.600000000000e+01 6.146303980184e+00 6.334276376410e-01 4.087983060970e-02 2.102597557215e-01
{11} 3.600000000000e+01 4.304931744428e+00 2.289129213251e-01 1.615041007106e-01 2.386280332721e-01
{12} 3.600000000000e+01 4.304931744428e+00 2.289129213251e-01 1.615041007106e-01 2.386280332721e-01
{13} 3.600000000000e+01 5.790241642209e+00 9.203645621164e-01 2.986507124392e-02 4.416297117023e-01
{14} 3.600000000000e+01 5.790241642209e+00 9.203645621164e-01 2.986507124392e-02 4.416297117023e-01
{15} 3.600000000000e+01  NaN  NaN 3.067472567706e-02  Inf
{16} 3.600000000000e+01  NaN  NaN -1.813309479757e+01  Inf
{17} 3.600000000000e+01  NaN  NaN 7.380013588818e+04  Inf
{18} 3.600000000000e+01  NaN  NaN -7.379963690759e+04  Inf
{19} 3.600000000000e+01 1.273175469463e-06 7.176783917653e-07 1.741814889873e+11 7.854376902360e+05
{20} 3.600000000000e+01 1.273175469463e-06 7.176783917653e-07 1.741814889873e+11 7.854376902360e+05
{21} 3.600000000000e+01  NaN  NaN -1.967603068206e+11  Inf
{22} 3.600000000000e+01  NaN  NaN 5.782835945650e+11  Inf

{1} 3.700000000000e+01 5.096725343484e+01 3.773250767420e-01 8.275861843747e-03 2.118653106126e-02
{2} 3.700000000000e+01 5.096725343484e+01 3.773250767420e-01 8.275861843747e-03 2.118653106126e-02
{3} 3.700000000000e+01  NaN  NaN 3.244367035547e-03  Inf
{4} 3.700000000000e+01  NaN  NaN 4.321579262372e-03  Inf
{5} 3.700000000000e+01 8.903610221924e+00 2.218493343136e-01 8.057417404988e-02 1.151842730303e-01
{6} 3.700000000000e+01 8.903610221924e+00 2.218493343136e-01 8.057417404988e-02 1.151842730303e-01
{7} 3.700000000000e+01 6.104714892386e+00 8.313169917247e-02 3.136086899774e-01 1.643767925712e-01
{8} 3.700000000000e+01 6.104714892386e+00 8.313169917247e-02 3.136086899774e-01 1.643767925712e-01
{9} 3.700000000000e+01 6.150919342103e+00 6.337339953098e-01 4.082940912961e-02 2.101701282801e-01
{10} 3.700000000000e+01 6.150919342103e+00 6.337339953098e-01 4.082940912961e-02 2.101701282801e-01
{11} 3.700000000000e+01 4.354922455462e+00 2.207177889326e-01 1.655778993371e-01 2.354314924627e-01
{12} 3.700000000000e+01 4.354922455462e+00 2.207177889326e-01 1.655778993371e-01 2.354314924627e-01
{13} 3.700000000000e+01 5.781290089332e+00 9.196209640129e-01 2.993549935112e-02 4.403480724740e-01
{14} 3.700000000000e+01 5.781290089332e+00 9.196209640129e-01 2.993549935112e-02 4.403480724740e-01
{15} 3.700000000000e+01  NaN  NaN 3.068329043933e-02  Inf
{16} 3.700000000000e+01  NaN  NaN -1.853758595497e+01  Inf
{17} 3.700000000000e+01  NaN  NaN 6.932553439416e+04  Inf
{18} 3.700000000000e+01 1.242235770620e-06 -9.449644341709e-06 -1.355815634704e+10 8.050001647801e+05
{19} 3.700000000000e+01 1.242235770620e-06 -9.449644341709e-06 -1.355815634704e+10 8.050001647801e+05
{20} 3.700000000000e+01  NaN  NaN -6.935331888704e+04  Inf
{21} 3.700000000000e+01  NaN  NaN -7.086939095354e+09  Inf
{22} 3.700000000000e+01  NaN  NaN 1.330899746585e+11  Inf

{1} 3.800000000000e+01 5.160783762945e+01 3.727150820389e-01 8.274228348050e-03 2.088150093492e-02
{2} 3.800000000000e+01 5.160783762945e+01 3.727150820389e-01 8.274228348050e-03 2.088150093492e-02
{3} 3.800000000000e+01  NaN  NaN 3.327609405098e-03  Inf
{4} 3.800000000000e+01  NaN  NaN 4.438682891313e-03  Inf
{5} 3.800000000000e+01 8.927559090215e+00 2.074205377705e-01 8.594797371314e-02 1.145029247429e-01
{6} 3.800000000000e+01 8.927559090215e+00 2.074205377705e-01 8.594797371314e-02 1.145029247429e-01
{7} 3.800000000000e+01 6.109815474423e+00 8.283455103156e-02 3.144709371178e-01 1.642354900205e-01
{8} 3.800000000000e+01 6.109815474423e+00 8.283455103156e-02 3.144709371178e-01 1.642354900205e-01
{9} 3.800000000000e+01 6.155568669596e+00 6.340057101349e-01 4.078108552240e-02 2.100718594846e-01
{10} 3.800000000000e+01 6.155568669596e+00 6.340057101349e-01 4.078108552240e-02 2.100718594846e-01
{11} 3.800000000000e+01 5.772300364019e+00 9.188950231928e-01 3.000580693513e-02 4.391387060217e-01
{12} 3.800000000000e+01 5.772300364019e+00 9.188950231928e-01 3.000580693513e-02 4.391387060217e-01
{13} 3.800000000000e+01  NaN  NaN 3.067038040405e-02  Inf
{14} 3.800000000000e+01 4.401787018671e+00 2.131208890029e-01 1.696543842419e-01 2.325224691092e-01
{15} 3.800000000000e+01 4.401787018671e+00 2.131208890029e-01 1.696543842419e-01 2.325224691092e-01
{16} 3.800000000000e+01  NaN  NaN -1.894568401896e+01  Inf
{17} 3.800000000000e+01 1.353048977561e-06 3.917746903431e-01 3.002411661188e+05 8.032852106665e+05
{18} 3.800000000000e+01 1.353048977561e-06 3.917746903431e-01 3.002411661188e+05 8.032852106665e+05
{19} 3.800000000000e+01 1.353113520654e-06 -3.917218696594e-01 -3.002673279916e+05 8.032272601203e+05
{20} 3.800000000000e+01 1.353113520654e-06 -3.917218696594e-01 -3.002673279916e+05 8.032272601203e+05
{21} 3.800000000000e+01  NaN  NaN -4.322666493247e+09  Inf
{22} 3.800000000000e+01  NaN  NaN -1.325259289994e+11  Inf

{1} 3.900000000000e+01 5.224057290139e+01 3.682672367493e-01 8.272735088538e-03 2.058922048996e-02
{2} 3.900000000000e+01 5.224057290139e+01 3.682672367493e-01 8.272735088538e-03 2.058922048996e-02
{3} 3.900000000000e+01  NaN  NaN 3.410552169910e-03  Inf
{4} 3.900000000000e+01  NaN  NaN 4.555784254280e-03  Inf
{5} 3.900000000000e+01 8.952454865342e+00 1.935812442035e-01 9.183637116481e-02 1.138548556285e-01
{6} 3.900000000000e+01 8.952454865342e+00 1.935812442035e-01 9.183637116481e-02 1.138548556285e-01
{7} 3.900000000000e+01 6.114669365729e+00 8.255843372481e-02 3.152722221938e-01 1.641013451712e-01
{8} 3.900000000000e+01 6.114669365729e+00 8.255843372481e-02 3.152722221938e-01 1.641013451712e-01
{9} 3.900000000000e+01 6.160248492690e+00 6.342446109586e-01 4.073475557483e-02 2.099654665177e-01
{10} 3.900000000000e+01 6.160248492690e+00 6.342446109586e-01 4.073475557483e-02 2.099654665177e-01
{11} 3.900000000000e+01 5.763273022675e+00 9.181858577149e-01 3.007601816888e-02 4.379971382274e-01
{12} 3.900000000000e+01 5.763273022675e+00 9.181858577149e-01 3.007601816888e-02 4.379971382274e-01
{13} 3.900000000000e+01 4.445770723597e+00 2.060778124477e-01 1.737168054960e-01 2.298668289798e-01
{14} 3.900000000000e+01 4.445770723597e+00 2.060778124477e-01 1.737168054960e-01 2.298668289798e-01
{15} 3.900000000000e+01  NaN  NaN 3.063938454090e-02  Inf
{16} 3.900000000000e+01  NaN  NaN -1.935701811014e+01  Inf
{17} 3.900000000000e+01  NaN  NaN -6.407111460471e+04  Inf
{18} 3.900000000000e+01  NaN  NaN 6.408497244090e+04  Inf
{19} 3.900000000000e+01 1.277867354976e-06 8.010126243584e-07 1.554873261430e+11 7.825538355813e+05
{20} 3.900000000000e+01 1.277867354976e-06 8.010126243584e-07 1.554873261430e+11 7.825538355813e+05
{21} 3.900000000000e+01  NaN  NaN -1.689546570579e+11  Inf
{22} 3.900000000000e+01  NaN  NaN 2.621358878878e+12  Inf

{1} 4.000000000000e+01 5.286572847232e+01 3.639722832831e-01 8.271372840141e-03 2.030883379964e-02
{2} 4.000000000000e+01 5.286572847232e+01 3.639722832831e-01 8.271372840141e-03 2.030883379964e-02
{3} 4.000000000000e+01  NaN  NaN 3.493188901609e-03  Inf
{4} 4.000000000000e+01  NaN  NaN 4.672883031085e-03  Inf
{5} 4.000000000000e+01 8.978265929087e+00 1.802968905715e-01 9.831944764902e-02 1.132357634549e-01
{6} 4.000000000000e+01 8.978265929087e+00 1.802968905715e-01 9.831944764902e-02 1.132357634549e-01
{7} 4.000000000000e+01 6.119294177325e+00 8.230156025508e-02 3.160172076014e-01 1.639738256377e-01
{8} 4.000000000000e+01 6.119294177325e+00 8.230156025508e-02 3.160172076014e-01 1.639738256377e-01
{9} 4.000000000000e+01 6.164955434219e+00 6.344523388180e-01 4.069032770154e-02 2.098514253031e-01
{10} 4.000000000000e+01 6.164955434219e+00 6.344523388180e-01 4.069032770154e-02 2.098514253031e-01
{11} 4.000000000000e+01 4.487093258729e+00 1.995462809780e-01 1.777507319068e-01 2.274355170319e-01
{12} 4.000000000000e+01 4.487093258729e+00 1.995462809780e-01 1.777507319068e-01 2.274355170319e-01
{13} 4.000000000000e+01 5.754208814461e+00 9.174926854031e-01 3.014615328672e-02 4.369193692274e-01
{14} 4.000000000000e+01 5.754208814461e+00 9.174926854031e-01 3.014615328672e-02 4.369193692274e-01
{15} 4.000000000000e+01  NaN  NaN 3.059318969225e-02  Inf
