%%% Bode Mag Phase 
frequency speed  m1 p1
1.955650715866e+00 0.000000000000e+00 -3.505655091272e+01 -1.542666311848e+02 
1.964686646180e+00 0.000000000000e+00 -3.525548148359e+01 -1.547661681148e+02 
1.973764326300e+00 0.000000000000e+00 -3.545233187710e+01 -1.552483353818e+02 
1.982883949127e+00 0.000000000000e+00 -3.564713454717e+01 -1.557139676782e+02 
1.992045708454e+00 0.000000000000e+00 -3.583992321976e+01 -1.561638515108e+02 
2.001249798969e+00 0.000000000000e+00 -3.603073258662e+01 -1.565987282264e+02 
2.010496416260e+00 0.000000000000e+00 -3.621959804146e+01 -1.570192968585e+02 
2.019785756820e+00 0.000000000000e+00 -3.640655545307e+01 -1.574262167978e+02 
2.029118018047e+00 0.000000000000e+00 -3.659164097081e+01 -1.578201102971e+02 
2.038493398252e+00 0.000000000000e+00 -3.677489085816e+01 -1.582015648158e+02 
2.047912096665e+00 0.000000000000e+00 -3.695634135099e+01 -1.585711352131e+02 
2.057374313433e+00 0.000000000000e+00 -3.713602853702e+01 -1.589293457986e+02 
2.066880249629e+00 0.000000000000e+00 -3.731398825415e+01 -1.592766922468e+02 
2.076430107256e+00 0.000000000000e+00 -3.749025600474e+01 -1.596136433863e+02 
2.086024089249e+00 0.000000000000e+00 -3.766486688422e+01 -1.599406428688e+02 
2.095662399480e+00 0.000000000000e+00 -3.783785552178e+01 -1.602581107275e+02 
2.105345242767e+00 0.000000000000e+00 -3.800925603174e+01 -1.605664448305e+02 
2.115072824869e+00 0.000000000000e+00 -3.817910197416e+01 -1.608660222381e+02 
2.124845352499e+00 0.000000000000e+00 -3.834742632335e+01 -1.611572004683e+02 
2.134663033324e+00 0.000000000000e+00 -3.851426144335e+01 -1.614403186787e+02 
2.144526075972e+00 0.000000000000e+00 -3.867963906933e+01 -1.617156987686e+02 
2.154434690032e+00 0.000000000000e+00 -3.884359029413e+01 -1.619836464093e+02 
2.164389086064e+00 0.000000000000e+00 -3.900614555917e+01 -1.622444520042e+02 
2.174389475600e+00 0.000000000000e+00 -3.916733464925e+01 -1.624983915876e+02 
2.184436071149e+00 0.000000000000e+00 -3.932718669046e+01 -1.627457276627e+02 
2.194529086203e+00 0.000000000000e+00 -3.948573015095e+01 -1.629867099859e+02 
2.204668735239e+00 0.000000000000e+00 -3.964299284401e+01 -1.632215762991e+02 
2.214855233726e+00 0.000000000000e+00 -3.979900193308e+01 -1.634505530153e+02 
2.225088798128e+00 0.000000000000e+00 -3.995378393854e+01 -1.636738558598e+02 
2.235369645910e+00 0.000000000000e+00 -4.010736474576e+01 -1.638916904700e+02 
2.245697995540e+00 0.000000000000e+00 -4.025976961444e+01 -1.641042529575e+02 
2.256074066497e+00 0.000000000000e+00 -4.041102318872e+01 -1.643117304341e+02 
2.266498079274e+00 0.000000000000e+00 -4.056114950823e+01 -1.645143015051e+02 
2.276970255382e+00 0.000000000000e+00 -4.071017201964e+01 -1.647121367316e+02 
2.287490817356e+00 0.000000000000e+00 -4.085811358868e+01 -1.649053990643e+02 
2.298059988759e+00 0.000000000000e+00 -4.100499651255e+01 -1.650942442500e+02 
2.308677994187e+00 0.000000000000e+00 -4.115084253259e+01 -1.652788212140e+02 
2.319345059274e+00 0.000000000000e+00 -4.129567284704e+01 -1.654592724186e+02 
2.330061410697e+00 0.000000000000e+00 -4.143950812398e+01 -1.656357342001e+02 
2.340827276178e+00 0.000000000000e+00 -4.158236851426e+01 -1.658083370859e+02 
2.351642884494e+00 0.000000000000e+00 -4.172427366437e+01 -1.659772060923e+02 
2.362508465478e+00 0.000000000000e+00 -4.186524272925e+01 -1.661424610046e+02 
2.373424250024e+00 0.000000000000e+00 -4.200529438504e+01 -1.663042166417e+02 
2.384390470094e+00 0.000000000000e+00 -4.214444684160e+01 -1.664625831040e+02 
2.395407358721e+00 0.000000000000e+00 -4.228271785494e+01 -1.666176660078e+02 
2.406475150015e+00 0.000000000000e+00 -4.242012473932e+01 -1.667695667059e+02 
2.417594079169e+00 0.000000000000e+00 -4.255668437931e+01 -1.669183824960e+02 
2.428764382460e+00 0.000000000000e+00 -4.269241324149e+01 -1.670642068166e+02 
2.439986297260e+00 0.000000000000e+00 -4.282732738594e+01 -1.672071294329e+02 
2.451260062033e+00 0.000000000000e+00 -4.296144247748e+01 -1.673472366111e+02 
2.462585916351e+00 0.000000000000e+00 -4.309477379671e+01 -1.674846112845e+02 
2.473964100887e+00 0.000000000000e+00 -4.322733625066e+01 -1.676193332091e+02 
2.485394857430e+00 0.000000000000e+00 -4.335914438329e+01 -1.677514791114e+02 
2.496878428884e+00 0.000000000000e+00 -4.349021238568e+01 -1.678811228286e+02 
2.508415059278e+00 0.000000000000e+00 -4.362055410595e+01 -1.680083354403e+02 
2.520004993764e+00 0.000000000000e+00 -4.375018305890e+01 -1.681331853938e+02 
2.531648478631e+00 0.000000000000e+00 -4.387911243544e+01 -1.682557386228e+02 
2.543345761305e+00 0.000000000000e+00 -4.400735511169e+01 -1.683760586596e+02 
2.555097090353e+00 0.000000000000e+00 -4.413492365788e+01 -1.684942067415e+02 
2.566902715492e+00 0.000000000000e+00 -4.426183034695e+01 -1.686102419119e+02 
2.578762887594e+00 0.000000000000e+00 -4.438808716292e+01 -1.687242211158e+02 
2.590677858688e+00 0.000000000000e+00 -4.451370580906e+01 -1.688361992911e+02 
2.602647881969e+00 0.000000000000e+00 -4.463869771571e+01 -1.689462294544e+02 
2.614673211801e+00 0.000000000000e+00 -4.476307404797e+01 -1.690543627834e+02 
2.626754103724e+00 0.000000000000e+00 -4.488684571314e+01 -1.691606486941e+02 
2.638890814458e+00 0.000000000000e+00 -4.501002336789e+01 -1.692651349156e+02 
2.651083601909e+00 0.000000000000e+00 -4.513261742522e+01 -1.693678675598e+02 
2.663332725175e+00 0.000000000000e+00 -4.525463806131e+01 -1.694688911885e+02 
2.675638444552e+00 0.000000000000e+00 -4.537609522200e+01 -1.695682488773e+02 
2.688001021538e+00 0.000000000000e+00 -4.549699862919e+01 -1.696659822756e+02 
2.700420718838e+00 0.000000000000e+00 -4.561735778703e+01 -1.697621316652e+02 
2.712897800372e+00 0.000000000000e+00 -4.573718198784e+01 -1.698567360143e+02 
2.725432531281e+00 0.000000000000e+00 -4.585648031796e+01 -1.699498330305e+02 
2.738025177928e+00 0.000000000000e+00 -4.597526166333e+01 -1.700414592107e+02 
2.750676007908e+00 0.000000000000e+00 -4.609353471498e+01 -1.701316498881e+02 
2.763385290053e+00 0.000000000000e+00 -4.621130797424e+01 -1.702204392783e+02 
2.776153294437e+00 0.000000000000e+00 -4.632858975792e+01 -1.703078605223e+02 
2.788980292380e+00 0.000000000000e+00 -4.644538820321e+01 -1.703939457279e+02 
2.801866556459e+00 0.000000000000e+00 -4.656171127254e+01 -1.704787260089e+02 
2.814812360508e+00 0.000000000000e+00 -4.667756675819e+01 -1.705622315233e+02 
2.827817979625e+00 0.000000000000e+00 -4.679296228683e+01 -1.706444915089e+02 
2.840883690183e+00 0.000000000000e+00 -4.690790532388e+01 -1.707255343179e+02 
2.854009769829e+00 0.000000000000e+00 -4.702240317778e+01 -1.708053874497e+02 
2.867196497494e+00 0.000000000000e+00 -4.713646300407e+01 -1.708840775825e+02 
2.880444153396e+00 0.000000000000e+00 -4.725009180940e+01 -1.709616306032e+02 
2.893753019051e+00 0.000000000000e+00 -4.736329645538e+01 -1.710380716365e+02 
2.907123377273e+00 0.000000000000e+00 -4.747608366236e+01 -1.711134250721e+02 
2.920555512183e+00 0.000000000000e+00 -4.758846001301e+01 -1.711877145913e+02 
2.934049709216e+00 0.000000000000e+00 -4.770043195590e+01 -1.712609631923e+02 
2.947606255125e+00 0.000000000000e+00 -4.781200580892e+01 -1.713331932142e+02 
2.961225437988e+00 0.000000000000e+00 -4.792318776255e+01 -1.714044263604e+02 
2.974907547214e+00 0.000000000000e+00 -4.803398388312e+01 -1.714746837208e+02 
2.988652873550e+00 0.000000000000e+00 -4.814440011592e+01 -1.715439857930e+02 
3.002461709086e+00 0.000000000000e+00 -4.825444228824e+01 -1.716123525029e+02 
3.016334347259e+00 0.000000000000e+00 -4.836411611229e+01 -1.716798032240e+02 
3.030271082866e+00 0.000000000000e+00 -4.847342718807e+01 -1.717463567968e+02 
3.044272212064e+00 0.000000000000e+00 -4.858238100614e+01 -1.718120315462e+02 
3.058338032378e+00 0.000000000000e+00 -4.869098295029e+01 -1.718768452993e+02 
3.072468842709e+00 0.000000000000e+00 -4.879923830018e+01 -1.719408154017e+02 
3.086664943337e+00 0.000000000000e+00 -4.890715223386e+01 -1.720039587339e+02 
3.100926635932e+00 0.000000000000e+00 -4.901472983021e+01 -1.720662917263e+02 
3.115254223555e+00 0.000000000000e+00 -4.912197607136e+01 -1.721278303740e+02 
3.129648010671e+00 0.000000000000e+00 -4.922889584501e+01 -1.721885902512e+02 
3.144108303147e+00 0.000000000000e+00 -4.933549394666e+01 -1.722485865249e+02 
3.158635408268e+00 0.000000000000e+00 -4.944177508182e+01 -1.723078339675e+02 
3.173229634735e+00 0.000000000000e+00 -4.954774386812e+01 -1.723663469699e+02 
3.187891292678e+00 0.000000000000e+00 -4.965340483740e+01 -1.724241395538e+02 
3.202620693658e+00 0.000000000000e+00 -4.975876243772e+01 -1.724812253826e+02 
3.217418150676e+00 0.000000000000e+00 -4.986382103528e+01 -1.725376177736e+02 
3.232283978181e+00 0.000000000000e+00 -4.996858491634e+01 -1.725933297082e+02 
3.247218492073e+00 0.000000000000e+00 -5.007305828909e+01 -1.726483738423e+02 
3.262222009712e+00 0.000000000000e+00 -5.017724528538e+01 -1.727027625170e+02 
3.277294849923e+00 0.000000000000e+00 -5.028114996254e+01 -1.727565077676e+02 
3.292437333008e+00 0.000000000000e+00 -5.038477630501e+01 -1.728096213332e+02 
3.307649780744e+00 0.000000000000e+00 -5.048812822603e+01 -1.728621146655e+02 
3.322932516399e+00 0.000000000000e+00 -5.059120956923e+01 -1.729139989380e+02 
3.338285864732e+00 0.000000000000e+00 -5.069402411020e+01 -1.729652850537e+02 
3.353710152003e+00 0.000000000000e+00 -5.079657555800e+01 -1.730159836536e+02 
3.369205705980e+00 0.000000000000e+00 -5.089886755663e+01 -1.730661051242e+02 
3.384772855946e+00 0.000000000000e+00 -5.100090368649e+01 -1.731156596052e+02 
3.400411932704e+00 0.000000000000e+00 -5.110268746577e+01 -1.731646569968e+02 
3.416123268586e+00 0.000000000000e+00 -5.120422235180e+01 -1.732131069664e+02 
3.431907197459e+00 0.000000000000e+00 -5.130551174239e+01 -1.732610189556e+02 
3.447764054734e+00 0.000000000000e+00 -5.140655897712e+01 -1.733084021866e+02 
3.463694177372e+00 0.000000000000e+00 -5.150736733860e+01 -1.733552656686e+02 
3.479697903888e+00 0.000000000000e+00 -5.160794005369e+01 -1.734016182037e+02 
3.495775574363e+00 0.000000000000e+00 -5.170828029467e+01 -1.734474683929e+02 
3.511927530451e+00 0.000000000000e+00 -5.180839118045e+01 -1.734928246420e+02 
3.528154115381e+00 0.000000000000e+00 -5.190827577766e+01 -1.735376951664e+02 
3.544455673970e+00 0.000000000000e+00 -5.200793710177e+01 -1.735820879973e+02 
3.560832552629e+00 0.000000000000e+00 -5.210737811816e+01 -1.736260109862e+02 
3.577285099368e+00 0.000000000000e+00 -5.220660174318e+01 -1.736694718100e+02 
3.593813663805e+00 0.000000000000e+00 -5.230561084514e+01 -1.737124779759e+02 
3.610418597173e+00 0.000000000000e+00 -5.240440824533e+01 -1.737550368259e+02 
3.627100252331e+00 0.000000000000e+00 -5.250299671898e+01 -1.737971555416e+02 
3.643858983764e+00 0.000000000000e+00 -5.260137899622e+01 -1.738388411481e+02 
3.660695147597e+00 0.000000000000e+00 -5.269955776295e+01 -1.738801005186e+02 
3.677609101601e+00 0.000000000000e+00 -5.279753566181e+01 -1.739209403782e+02 
3.694601205199e+00 0.000000000000e+00 -5.289531529302e+01 -1.739613673079e+02 
3.711671819476e+00 0.000000000000e+00 -5.299289921522e+01 -1.740013877486e+02 
3.728821307183e+00 0.000000000000e+00 -5.309028994633e+01 -1.740410080046e+02 
3.746050032749e+00 0.000000000000e+00 -5.318748996435e+01 -1.740802342472e+02 
3.763358362287e+00 0.000000000000e+00 -5.328450170816e+01 -1.741190725184e+02 
3.780746663599e+00 0.000000000000e+00 -5.338132757828e+01 -1.741575287340e+02 
3.798215306191e+00 0.000000000000e+00 -5.347796993764e+01 -1.741956086867e+02 
3.815764661271e+00 0.000000000000e+00 -5.357443111233e+01 -1.742333180500e+02 
3.833395101767e+00 0.000000000000e+00 -5.367071339229e+01 -1.742706623803e+02 
3.851107002326e+00 0.000000000000e+00 -5.376681903200e+01 -1.743076471207e+02 
3.868900739328e+00 0.000000000000e+00 -5.386275025124e+01 -1.743442776034e+02 
3.886776690893e+00 0.000000000000e+00 -5.395850923567e+01 -1.743805590524e+02 
3.904735236886e+00 0.000000000000e+00 -5.405409813755e+01 -1.744164965868e+02 
3.922776758928e+00 0.000000000000e+00 -5.414951907633e+01 -1.744520952229e+02 
3.940901640403e+00 0.000000000000e+00 -5.424477413931e+01 -1.744873598769e+02 
3.959110266468e+00 0.000000000000e+00 -5.433986538224e+01 -1.745222953674e+02 
3.977403024058e+00 0.000000000000e+00 -5.443479482990e+01 -1.745569064178e+02 
3.995780301895e+00 0.000000000000e+00 -5.452956447669e+01 -1.745911976586e+02 
4.014242490499e+00 0.000000000000e+00 -5.462417628721e+01 -1.746251736299e+02 
4.032789982194e+00 0.000000000000e+00 -5.471863219680e+01 -1.746588387831e+02 
4.051423171115e+00 0.000000000000e+00 -5.481293411208e+01 -1.746921974837e+02 
4.070142453219e+00 0.000000000000e+00 -5.490708391149e+01 -1.747252540125e+02 
4.088948226295e+00 0.000000000000e+00 -5.500108344581e+01 -1.747580125687e+02 
4.107840889966e+00 0.000000000000e+00 -5.509493453866e+01 -1.747904772709e+02 
4.126820845703e+00 0.000000000000e+00 -5.518863898699e+01 -1.748226521596e+02 
4.145888496833e+00 0.000000000000e+00 -5.528219856157e+01 -1.748545411987e+02 
4.165044248545e+00 0.000000000000e+00 -5.537561500747e+01 -1.748861482776e+02 
4.184288507902e+00 0.000000000000e+00 -5.546889004451e+01 -1.749174772127e+02 
4.203621683845e+00 0.000000000000e+00 -5.556202536773e+01 -1.749485317492e+02 
4.223044187207e+00 0.000000000000e+00 -5.565502264781e+01 -1.749793155627e+02 
4.242556430718e+00 0.000000000000e+00 -5.574788353151e+01 -1.750098322610e+02 
4.262158829015e+00 0.000000000000e+00 -5.584060964211e+01 -1.750400853853e+02 
4.281851798652e+00 0.000000000000e+00 -5.593320257981e+01 -1.750700784123e+02 
4.301635758107e+00 0.000000000000e+00 -5.602566392213e+01 -1.750998147549e+02 
4.321511127790e+00 0.000000000000e+00 -5.611799522432e+01 -1.751292977643e+02 
4.341478330055e+00 0.000000000000e+00 -5.621019801974e+01 -1.751585307311e+02 
4.361537789208e+00 0.000000000000e+00 -5.630227382026e+01 -1.751875168867e+02 
4.381689931514e+00 0.000000000000e+00 -5.639422411658e+01 -1.752162594048e+02 
4.401935185209e+00 0.000000000000e+00 -5.648605037865e+01 -1.752447614023e+02 
4.422273980506e+00 0.000000000000e+00 -5.657775405602e+01 -1.752730259409e+02 
4.442706749607e+00 0.000000000000e+00 -5.666933657814e+01 -1.753010560284e+02 
4.463233926710e+00 0.000000000000e+00 -5.676079935476e+01 -1.753288546194e+02 
4.483855948021e+00 0.000000000000e+00 -5.685214377622e+01 -1.753564246169e+02 
4.504573251759e+00 0.000000000000e+00 -5.694337121383e+01 -1.753837688734e+02 
4.525386278170e+00 0.000000000000e+00 -5.703448302011e+01 -1.754108901918e+02 
4.546295469532e+00 0.000000000000e+00 -5.712548052920e+01 -1.754377913267e+02 
4.567301270169e+00 0.000000000000e+00 -5.721636505708e+01 -1.754644749851e+02 
4.588404126455e+00 0.000000000000e+00 -5.730713790195e+01 -1.754909438279e+02 
4.609604486828e+00 0.000000000000e+00 -5.739780034445e+01 -1.755172004704e+02 
4.630902801800e+00 0.000000000000e+00 -5.748835364800e+01 -1.755432474837e+02 
4.652299523960e+00 0.000000000000e+00 -5.757879905909e+01 -1.755690873953e+02 
4.673795107992e+00 0.000000000000e+00 -5.766913780749e+01 -1.755947226902e+02 
4.695390010680e+00 0.000000000000e+00 -5.775937110663e+01 -1.756201558119e+02 
4.717084690917e+00 0.000000000000e+00 -5.784950015374e+01 -1.756453891629e+02 
4.738879609718e+00 0.000000000000e+00 -5.793952613023e+01 -1.756704251060e+02 
4.760775230226e+00 0.000000000000e+00 -5.802945020187e+01 -1.756952659647e+02 
4.782772017727e+00 0.000000000000e+00 -5.811927351907e+01 -1.757199140245e+02 
4.804870439655e+00 0.000000000000e+00 -5.820899721712e+01 -1.757443715331e+02 
4.827070965603e+00 0.000000000000e+00 -5.829862241643e+01 -1.757686407017e+02 
4.849374067335e+00 0.000000000000e+00 -5.838815022278e+01 -1.757927237055e+02 
4.871780218795e+00 0.000000000000e+00 -5.847758172752e+01 -1.758166226845e+02 
4.894289896115e+00 0.000000000000e+00 -5.856691800784e+01 -1.758403397442e+02 
4.916903577628e+00 0.000000000000e+00 -5.865616012697e+01 -1.758638769561e+02 
4.939621743878e+00 0.000000000000e+00 -5.874530913439e+01 -1.758872363588e+02 
4.962444877629e+00 0.000000000000e+00 -5.883436606606e+01 -1.759104199583e+02 
4.985373463874e+00 0.000000000000e+00 -5.892333194465e+01 -1.759334297289e+02 
5.008407989848e+00 0.000000000000e+00 -5.901220777968e+01 -1.759562676136e+02 
5.031548945038e+00 0.000000000000e+00 -5.910099456780e+01 -1.759789355250e+02 
5.054796821191e+00 0.000000000000e+00 -5.918969329295e+01 -1.760014353455e+02 
5.078152112328e+00 0.000000000000e+00 -5.927830492655e+01 -1.760237689284e+02 
5.101615314750e+00 0.000000000000e+00 -5.936683042771e+01 -1.760459380980e+02 
5.125186927053e+00 0.000000000000e+00 -5.945527074341e+01 -1.760679446505e+02 
5.148867450137e+00 0.000000000000e+00 -5.954362680868e+01 -1.760897903545e+02 
5.172657387216e+00 0.000000000000e+00 -5.963189954679e+01 -1.761114769513e+02 
5.196557243828e+00 0.000000000000e+00 -5.972008986942e+01 -1.761330061555e+02 
5.220567527847e+00 0.000000000000e+00 -5.980819867685e+01 -1.761543796560e+02 
5.244688749495e+00 0.000000000000e+00 -5.989622685810e+01 -1.761755991157e+02 
5.268921421351e+00 0.000000000000e+00 -5.998417529113e+01 -1.761966661726e+02 
5.293266058361e+00 0.000000000000e+00 -6.007204484298e+01 -1.762175824401e+02 
5.317723177851e+00 0.000000000000e+00 -6.015983636997e+01 -1.762383495072e+02 
5.342293299538e+00 0.000000000000e+00 -6.024755071780e+01 -1.762589689395e+02 
5.366976945540e+00 0.000000000000e+00 -6.033518872177e+01 -1.762794422791e+02 
5.391774640388e+00 0.000000000000e+00 -6.042275120688e+01 -1.762997710455e+02 
5.416686911033e+00 0.000000000000e+00 -6.051023898802e+01 -1.763199567356e+02 
5.441714286866e+00 0.000000000000e+00 -6.059765287010e+01 -1.763400008246e+02 
5.466857299720e+00 0.000000000000e+00 -6.068499364819e+01 -1.763599047658e+02 
5.492116483888e+00 0.000000000000e+00 -6.077226210767e+01 -1.763796699915e+02 
5.517492376129e+00 0.000000000000e+00 -6.085945902438e+01 -1.763992979134e+02 
5.542985515685e+00 0.000000000000e+00 -6.094658516475e+01 -1.764187899225e+02 
5.568596444286e+00 0.000000000000e+00 -6.103364128592e+01 -1.764381473899e+02 
5.594325706169e+00 0.000000000000e+00 -6.112062813591e+01 -1.764573716672e+02 
5.620173848083e+00 0.000000000000e+00 -6.120754645369e+01 -1.764764640865e+02 
5.646141419304e+00 0.000000000000e+00 -6.129439696940e+01 -1.764954259610e+02 
5.672228971645e+00 0.000000000000e+00 -6.138118040437e+01 -1.765142585854e+02 
5.698437059469e+00 0.000000000000e+00 -6.146789747133e+01 -1.765329632361e+02 
5.724766239702e+00 0.000000000000e+00 -6.155454887449e+01 -1.765515411715e+02 
5.751217071842e+00 0.000000000000e+00 -6.164113530966e+01 -1.765699936324e+02 
5.777790117971e+00 0.000000000000e+00 -6.172765746441e+01 -1.765883218423e+02 
5.804485942769e+00 0.000000000000e+00 -6.181411601811e+01 -1.766065270078e+02 
5.831305113526e+00 0.000000000000e+00 -6.190051164210e+01 -1.766246103186e+02 
5.858248200153e+00 0.000000000000e+00 -6.198684499981e+01 -1.766425729483e+02 
5.885315775191e+00 0.000000000000e+00 -6.207311674683e+01 -1.766604160541e+02 
5.912508413832e+00 0.000000000000e+00 -6.215932753104e+01 -1.766781407776e+02 
5.939826693920e+00 0.000000000000e+00 -6.224547799270e+01 -1.766957482446e+02 
5.967271195973e+00 0.000000000000e+00 -6.233156876460e+01 -1.767132395659e+02 
5.994842503189e+00 0.000000000000e+00 -6.241760047211e+01 -1.767306158371e+02 
6.022541201462e+00 0.000000000000e+00 -6.250357373330e+01 -1.767478781391e+02 
6.050367879391e+00 0.000000000000e+00 -6.258948915905e+01 -1.767650275382e+02 
6.078323128297e+00 0.000000000000e+00 -6.267534735314e+01 -1.767820650868e+02 
6.106407542232e+00 0.000000000000e+00 -6.276114891234e+01 -1.767989918228e+02 
6.134621717993e+00 0.000000000000e+00 -6.284689442652e+01 -1.768158087706e+02 
6.162966255133e+00 0.000000000000e+00 -6.293258447873e+01 -1.768325169412e+02 
6.191441755978e+00 0.000000000000e+00 -6.301821964530e+01 -1.768491173319e+02 
6.220048825635e+00 0.000000000000e+00 -6.310380049592e+01 -1.768656109274e+02 
6.248788072007e+00 0.000000000000e+00 -6.318932759373e+01 -1.768819986992e+02 
6.277660105807e+00 0.000000000000e+00 -6.327480149543e+01 -1.768982816062e+02 
6.306665540567e+00 0.000000000000e+00 -6.336022275134e+01 -1.769144605949e+02 
6.335804992658e+00 0.000000000000e+00 -6.344559190548e+01 -1.769305365998e+02 
6.365079081296e+00 0.000000000000e+00 -6.353090949570e+01 -1.769465105430e+02 
6.394488428557e+00 0.000000000000e+00 -6.361617605369e+01 -1.769623833351e+02 
6.424033659394e+00 0.000000000000e+00 -6.370139210512e+01 -1.769781558748e+02 
6.453715401647e+00 0.000000000000e+00 -6.378655816969e+01 -1.769938290496e+02 
6.483534286055e+00 0.000000000000e+00 -6.387167476123e+01 -1.770094037356e+02 
6.513490946273e+00 0.000000000000e+00 -6.395674238775e+01 -1.770248807981e+02 
6.543586018883e+00 0.000000000000e+00 -6.404176155153e+01 -1.770402610910e+02 
6.573820143410e+00 0.000000000000e+00 -6.412673274920e+01 -1.770555454581e+02 
6.604193962330e+00 0.000000000000e+00 -6.421165647181e+01 -1.770707347322e+02 
6.634708121092e+00 0.000000000000e+00 -6.429653320488e+01 -1.770858297361e+02 
6.665363268125e+00 0.000000000000e+00 -6.438136342852e+01 -1.771008312821e+02 
6.696160054853e+00 0.000000000000e+00 -6.446614761743e+01 -1.771157401726e+02 
6.727099135712e+00 0.000000000000e+00 -6.455088624105e+01 -1.771305572003e+02 
6.758181168161e+00 0.000000000000e+00 -6.463557976357e+01 -1.771452831478e+02 
6.789406812696e+00 0.000000000000e+00 -6.472022864401e+01 -1.771599187886e+02 
6.820776732866e+00 0.000000000000e+00 -6.480483333629e+01 -1.771744648864e+02 
6.852291595284e+00 0.000000000000e+00 -6.488939428931e+01 -1.771889221959e+02 
6.883952069646e+00 0.000000000000e+00 -6.497391194698e+01 -1.772032914626e+02 
6.915758828739e+00 0.000000000000e+00 -6.505838674830e+01 -1.772175734230e+02 
6.947712548460e+00 0.000000000000e+00 -6.514281912745e+01 -1.772317688048e+02 
6.979813907831e+00 0.000000000000e+00 -6.522720951379e+01 -1.772458783271e+02 
7.012063589007e+00 0.000000000000e+00 -6.531155833199e+01 -1.772599027003e+02 
7.044462277299e+00 0.000000000000e+00 -6.539586600202e+01 -1.772738426265e+02 
7.077010661182e+00 0.000000000000e+00 -6.548013293926e+01 -1.772876987994e+02 
7.109709432312e+00 0.000000000000e+00 -6.556435955454e+01 -1.773014719046e+02 
7.142559285543e+00 0.000000000000e+00 -6.564854625420e+01 -1.773151626197e+02 
7.175560918937e+00 0.000000000000e+00 -6.573269344012e+01 -1.773287716144e+02 
7.208715033782e+00 0.000000000000e+00 -6.581680150983e+01 -1.773422995505e+02 
7.242022334607e+00 0.000000000000e+00 -6.590087085651e+01 -1.773557470822e+02 
7.275483529196e+00 0.000000000000e+00 -6.598490186907e+01 -1.773691148561e+02 
7.309099328603e+00 0.000000000000e+00 -6.606889493218e+01 -1.773824035114e+02 
7.342870447167e+00 0.000000000000e+00 -6.615285042638e+01 -1.773956136800e+02 
7.376797602528e+00 0.000000000000e+00 -6.623676872806e+01 -1.774087459865e+02 
7.410881515642e+00 0.000000000000e+00 -6.632065020953e+01 -1.774218010484e+02 
7.445122910795e+00 0.000000000000e+00 -6.640449523912e+01 -1.774347794762e+02 
7.479522515622e+00 0.000000000000e+00 -6.648830418116e+01 -1.774476818737e+02 
7.514081061117e+00 0.000000000000e+00 -6.657207739606e+01 -1.774605088376e+02 
7.548799281653e+00 0.000000000000e+00 -6.665581524036e+01 -1.774732609580e+02 
7.583677914997e+00 0.000000000000e+00 -6.673951806678e+01 -1.774859388185e+02 
7.618717702323e+00 0.000000000000e+00 -6.682318622424e+01 -1.774985429961e+02 
7.653919388230e+00 0.000000000000e+00 -6.690682005794e+01 -1.775110740615e+02 
7.689283720758e+00 0.000000000000e+00 -6.699041990938e+01 -1.775235325789e+02 
7.724811451403e+00 0.000000000000e+00 -6.707398611642e+01 -1.775359191065e+02 
7.760503335134e+00 0.000000000000e+00 -6.715751901330e+01 -1.775482341963e+02 
7.796360130405e+00 0.000000000000e+00 -6.724101893073e+01 -1.775604783941e+02 
7.832382599179e+00 0.000000000000e+00 -6.732448619586e+01 -1.775726522400e+02 
7.868571506937e+00 0.000000000000e+00 -6.740792113241e+01 -1.775847562681e+02 
7.904927622696e+00 0.000000000000e+00 -6.749132406064e+01 -1.775967910068e+02 
7.941451719029e+00 0.000000000000e+00 -6.757469529741e+01 -1.776087569786e+02 
7.978144572077e+00 0.000000000000e+00 -6.765803515624e+01 -1.776206547006e+02 
8.015006961565e+00 0.000000000000e+00 -6.774134394733e+01 -1.776324846843e+02 
8.052039670825e+00 0.000000000000e+00 -6.782462197760e+01 -1.776442474358e+02 
8.089243486806e+00 0.000000000000e+00 -6.790786955076e+01 -1.776559434556e+02 
8.126619200092e+00 0.000000000000e+00 -6.799108696728e+01 -1.776675732392e+02 
8.164167604921e+00 0.000000000000e+00 -6.807427452449e+01 -1.776791372767e+02 
8.201889499202e+00 0.000000000000e+00 -6.815743251661e+01 -1.776906360530e+02 
8.239785684529e+00 0.000000000000e+00 -6.824056123474e+01 -1.777020700481e+02 
8.277856966198e+00 0.000000000000e+00 -6.832366096696e+01 -1.777134397367e+02 
8.316104153231e+00 0.000000000000e+00 -6.840673199832e+01 -1.777247455889e+02 
8.354528058383e+00 0.000000000000e+00 -6.848977461087e+01 -1.777359880696e+02 
8.393129498166e+00 0.000000000000e+00 -6.857278908374e+01 -1.777471676392e+02 
8.431909292866e+00 0.000000000000e+00 -6.865577569315e+01 -1.777582847532e+02 
8.470868266557e+00 0.000000000000e+00 -6.873873471241e+01 -1.777693398624e+02 
8.510007247122e+00 0.000000000000e+00 -6.882166641201e+01 -1.777803334131e+02 
8.549327066268e+00 0.000000000000e+00 -6.890457105962e+01 -1.777912658468e+02 
8.588828559546e+00 0.000000000000e+00 -6.898744892014e+01 -1.778021376009e+02 
8.628512566367e+00 0.000000000000e+00 -6.907030025569e+01 -1.778129491081e+02 
8.668379930020e+00 0.000000000000e+00 -6.915312532571e+01 -1.778237007969e+02 
